# sample_name: ludox_SM30
# config_id: config_10
# transmission: 0.553142
# source_nexus_file: sans-llb2026n001004.nxs
# q I I_error q_error
5.223379127103094932e-01 9.448810761765474853e-01 3.210498514694137134e-02 2.540517850300569661e-02
5.242665007991614834e-01 9.723880607075662263e-01 3.731501190038461618e-02 2.549413882558579716e-02
5.262004846214852760e-01 9.720692652648313947e-01 4.383039318124028888e-02 2.558337136741496709e-02
5.285380955224125987e-01 9.334279331618301478e-01 3.675003993819568604e-02 2.569124619575266499e-02
5.304644083090326312e-01 9.581765085722464548e-01 4.985325312068733528e-02 2.578015807864565342e-02
5.328601200578415575e-01 1.032791884551335082e+00 5.652943911216672113e-02 2.589075476339836035e-02
5.348593076284257064e-01 1.099568585407404653e+00 5.569221148432509927e-02 2.598307955952565765e-02
5.364803456465466747e-01 1.003251878129816754e+00 5.087514325843368879e-02 2.605793693330294564e-02
5.386140674933004302e-01 1.042594568837580393e+00 5.801833426297911545e-02 2.615650521304530712e-02
5.407673242445126816e-01 1.028910161990950645e+00 7.864343317953598200e-02 2.625598542644799749e-02
5.429592547825828897e-01 1.199556214564468926e+00 1.002339721523683586e-01 2.635726508258078027e-02
5.451063331370012977e-01 1.193264118343880575e+00 1.724131079382843212e-01 2.645649597439677508e-02
5.470519208054659410e-01 1.179762858120422475e+00 1.812635543231743696e-01 2.654643576016177398e-02
5.489711998654654979e-01 1.301345025851008197e+00 6.593153514844106722e-01 2.663518004604619946e-02
5.508617830680280214e-01 1.151105413620171936e+00 1.907317388036626482e-01 2.672258744342253037e-02
5.534164688919265274e-01 1.119078758405745111e+00 1.379593965252032539e-01 2.684075053847347417e-02
5.553309289305550234e-01 1.426584388243686163e+00 6.111449952404645058e-01 2.692931047678040132e-02
5.572233179763925737e-01 1.380544968047306753e+00 4.025676610581582437e+00 2.701687361571696727e-02
5.588918015168095055e-01 1.165880203707645002e+00 3.820564692627027581e-01 2.709407388401873992e-02
5.611734231203129308e-01 1.338429247213501316e+00 4.780626199573483892e-01 2.719967833789084175e-02
