# sample_name: ludox_TM50
# config_id: config_9
# transmission: 0.606994
# source_nexus_file: sans-llb2026n000989.nxs
# q I I_error q_error
1.439629222760802074e-01 6.468535287519606991e-02 4.678088270820272843e-03 7.239045017145107758e-03
1.444805746506832300e-01 6.522135533528207463e-02 5.664196747547595688e-03 7.262143464386108110e-03
1.450807353198309835e-01 6.765007647776843935e-02 5.479861567893228903e-03 7.288939679928965049e-03
1.455634008657843148e-01 6.986807845519019122e-02 5.539992312708332846e-03 7.310492343817571667e-03
1.461337982837181415e-01 7.246936487526486892e-02 6.954286351558461657e-03 7.335976642966301857e-03
1.467331925783082469e-01 5.967256464309599745e-02 5.112816107021351912e-03 7.362769065399892010e-03
1.472524485608258937e-01 6.964505492729033964e-02 4.267731532482220078e-03 7.385988763212885701e-03
1.477116586309492052e-01 7.299346710647788838e-02 5.474790767137295740e-03 7.406533466377194543e-03
1.482493086994341736e-01 7.360545112728067441e-02 4.963120176526935982e-03 7.430592680332704855e-03
1.487883205581392587e-01 6.749434057574259238e-02 5.830479862664230371e-03 7.454722295545357716e-03
1.493932302791423639e-01 7.354672199719039516e-02 6.294217271201747212e-03 7.481812176489075102e-03
1.498879851832824739e-01 7.077039816710746500e-02 7.226772895884722540e-03 7.503977996822341033e-03
1.504289776870178230e-01 1.040841071672166801e-01 8.594444742314440513e-03 7.528227210597206523e-03
1.509299757951906018e-01 9.893609634714700674e-02 9.757512591649893444e-03 7.550690138744347267e-03
1.514944383171272224e-01 7.301085032373681727e-02 7.650133075024630538e-03 7.576002366060233424e-03
1.519989951464165157e-01 8.687985645314784400e-02 1.146417609813798338e-02 7.598640978319528075e-03
1.525144479667729924e-01 1.246867859241464066e-01 1.430695403994241416e-02 7.621778932049146256e-03
1.531567734605545350e-01 1.003617056025913890e-01 1.036647104937673397e-02 7.650617464598329608e-03
1.535845727830068563e-01 6.145140008470367787e-02 9.973204279711506831e-03 7.669834482941770282e-03
1.540224663459474896e-01 1.078703030235481919e-01 1.819201624660802055e-02 7.689507473888461397e-03
1.546638169964666409e-01 8.603899182923419042e-02 1.012580116536337602e-02 7.718335361146413769e-03
1.550822475403231537e-01 9.616954100542814132e-02 2.062110232282295813e-02 7.737143987794856473e-03
1.557540630314673269e-01 5.404474069079881482e-02 1.446849938799062499e-02 7.767359378622724041e-03
1.561149130212590996e-01 6.890207278693367965e-02 8.806578226299445131e-03 7.783595868206335741e-03
nan nan nan nan
1.571189336542627712e-01 7.611640384812821958e-02 1.015453187384443394e-02 7.828785056666886025e-03
1.578389606133546452e-01 8.976975395869592200e-02 1.256969963870035491e-02 7.861215639348769629e-03
1.584181426039182883e-01 7.363377677664192933e-02 1.222427567875629742e-02 7.887302573968324806e-03
1.591836526533828844e-01 8.954853043338413532e-02 2.086201172815806484e-02 7.921803497100742344e-03
1.594393459220905251e-01 9.209211025867372613e-02 1.582951667413263694e-02 7.933336782675068019e-03
1.597964162223455553e-01 5.117888331242027161e-02 1.646420555441072131e-02 7.949431537207361786e-03
1.605043608859314797e-01 5.407388186920376871e-02 1.433582089567371314e-02 7.981370700285424918e-03
1.610444753025430109e-01 1.084558144117015455e-01 1.739432298959908696e-02 8.005736925792331093e-03
1.613948564447690581e-01 1.703976876459664946e-01 3.601617353146926992e-02 8.021547749015355347e-03
1.622155094256342023e-01 1.069739169987926758e-01 1.958699146360517312e-02 8.058598590902384465e-03
1.625689720575121677e-01 9.149689311097938815e-02 1.900095633878349372e-02 8.074561902852217532e-03
nan nan nan nan
1.635965163802158562e-01 1.211119866781004140e-01 2.244397630131811372e-02 8.120987960918141582e-03
1.640314550702332563e-01 9.511167412252065356e-02 2.544974693702395374e-02 8.140644723017075729e-03
1.648555545913260034e-01 1.113595280504093288e-01 2.413758332782903887e-02 8.177905526998405922e-03
nan nan nan nan
1.661155833587917852e-01 1.487096021861258333e-01 4.744841939535823089e-02 8.234907497053684314e-03
