# sample_name: ludox_AM20
# config_id: config_10
# transmission: 0.551623
# source_nexus_file: sans-llb2026n001003.nxs
# q I I_error q_error
2.239320372450155083e-01 9.249117982428702867e-01 3.561227563079458897e-02 1.480927586592285621e-02
2.251129217398010751e-01 9.404235336562546399e-01 4.020947327764601287e-02 1.484936839062075270e-02
2.263787896303594560e-01 9.288056258599833859e-01 3.603765689380575288e-02 1.489245178320445541e-02
2.277710112217791738e-01 9.183649238012271399e-01 3.709329509719066359e-02 1.493997833178173362e-02
2.288627110886556626e-01 8.860377614332483054e-01 3.481069505460813313e-02 1.497733841018705422e-02
2.303017463217687522e-01 8.504778210526446891e-01 3.141173720347165133e-02 1.502671347507785610e-02
2.314023844939313290e-01 8.989798407528829527e-01 5.182812793616695807e-02 1.506458040363645688e-02
2.327318956323634336e-01 9.210297346749016789e-01 3.563710200826662039e-02 1.511043113517188466e-02
2.342112414047179958e-01 9.226140026521484350e-01 4.592351321293711153e-02 1.516159532208872542e-02
2.352327029239701384e-01 8.686320693527693759e-01 3.592364997063071663e-02 1.519701388244257614e-02
2.367118378529879386e-01 9.309609747364941956e-01 3.984452744958823928e-02 1.524841832071396723e-02
2.377936709460156950e-01 8.514823043488878307e-01 4.441699723288147078e-02 1.528611757377320093e-02
2.390867043850068985e-01 9.086755310243060935e-01 4.003204814903136427e-02 1.533127050522302415e-02
2.405247030368529160e-01 9.422217407269082301e-01 4.719010994999797010e-02 1.538162539513721408e-02
2.415274999387154176e-01 8.823824061948484232e-01 4.340466503268260168e-02 1.541681587941444095e-02
2.430871454108265994e-01 8.706980650511285669e-01 3.994516699443569768e-02 1.547167967883770340e-02
2.441773914580221139e-01 8.710640251474492946e-01 5.395803050274002033e-02 1.551012820224556901e-02
2.455162056966076201e-01 8.651655701542397825e-01 3.845021096991117771e-02 1.555744108270615267e-02
2.469067617961289984e-01 8.805092302426354989e-01 6.661955229591438876e-02 1.560670973114055421e-02
2.478763948674186923e-01 8.320098966061707513e-01 3.906925543380924959e-02 1.564113382490141257e-02
2.495111349906020681e-01 8.531594901899196559e-01 4.543790975258211323e-02 1.569930208869954949e-02
2.504688990499203682e-01 8.861734184095332312e-01 1.376230402324450375e-01 1.573346399275090887e-02
2.518662434889414325e-01 9.154570411762336102e-01 4.985058523869315833e-02 1.578339823563269101e-02
2.531234751019981188e-01 9.546693437185305164e-01 7.041530328343895140e-02 1.582843781397902730e-02
2.542358418224159311e-01 9.260188473217729754e-01 5.444544214787307157e-02 1.586835419796612037e-02
2.558742988369163696e-01 9.386884380466137268e-01 6.518172065816980887e-02 1.592729364621250226e-02
2.566630496471600797e-01 8.587524479726251769e-01 7.064663521206750174e-02 1.595572044890233160e-02
2.582615386364130461e-01 8.919325014481943592e-01 6.382211543886477656e-02 1.601344945183923868e-02
2.595666131851191438e-01 8.446928129607089719e-01 8.919393098138481135e-02 1.606070621699455178e-02
2.604855476145895299e-01 7.624001366033167360e-01 5.209595854476364168e-02 1.609401618882983984e-02
2.623653019505019501e-01 8.037126231968603207e-01 6.031293500230274635e-02 1.616233235238789118e-02
2.628730256583328706e-01 8.635198781348405461e-01 1.407804987245798722e-01 1.618081732441630297e-02
2.644925585160636250e-01 9.077802904988490074e-01 7.146488706416299908e-02 1.623988801725847336e-02
2.663745830615954491e-01 9.067847644998984213e-01 1.356114094468736098e-01 1.630871099997111690e-02
2.666812640575947357e-01 9.364111856671872847e-01 9.495727683888303960e-02 1.631994560137499037e-02
2.686392129993777078e-01 9.390578725074042454e-01 1.005304035683788622e-01 1.639178919190238670e-02
nan nan nan nan
2.707203848242130118e-01 7.932843914034033439e-01 8.609910529378256294e-02 1.646838172770636807e-02
2.726614712165882359e-01 1.079024250393447071e+00 2.750370105392075382e-01 1.654002729883297454e-02
2.729166370681134213e-01 9.651244014635533830e-01 1.342497224905377928e-01 1.654946054461715194e-02
2.749013605273452066e-01 1.118300702169252814e+00 1.996506398289164819e-01 1.662295194538521495e-02
nan nan nan nan
2.770084334725639308e-01 9.221949006072241994e-01 1.794742228038427312e-01 1.670119747127922494e-02
2.791820814121237504e-01 5.461733593327632308e-01 1.383121488667341248e-01 1.678215379776716240e-02
